,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1.0,6.64234216053184,10.968104377838024,10.061549356131877,20.305404953693795,38.238481404012546,30.508227385939158,37.96247723369112,50.002545065627416,45.92107305823979,59.61220062330566,59.44516118700957,58.35898016369246,79.36115728694497,67.78154638233953,81.06368087053755,78.57780389454886,83.3347106671215,100.069244256086,97.65197024690936,113.30643449528468
1,2.0,105.34822817376572,97.88199859662201,100.50834449193565,104.97410142349231,94.65221334258771,85.95449161981257,77.6843119142145,75.83350533725655,68.70571608261675,66.34660362788064,51.4932000134622,45.048035575664734,46.12835002301965,50.40624304984907,31.305574427809788,43.51549607639521,22.296786836223127,24.177496890756668,26.888995413426805,15.166203432230656
2,0.0,10.917374628927154,11.807881619876222,0.12631078768790438,9.000272393468233,5.959646105384393,4.699409707333507,10.984730140180982,17.01430048952934,8.69994506148873,9.154113962735098,18.677440265546828,9.06698252658709,14.771453773116862,9.995960868025172,9.270747446334028,9.03114925047113,9.682271298486473,12.844532425509826,6.547155420831365,13.229483632536516
3,2.0,119.778069197097,112.41696681527353,103.77554961617531,101.72027122862809,97.99340468360899,85.51123136650016,80.42051255687474,68.03143419266812,77.05119530803147,63.9585762117142,50.165876477124364,55.624072039031425,58.33234271963358,53.845912806302195,30.482483921382933,33.188254529372855,25.108107471825434,17.40908577274895,26.537037516567562,14.18256006419768
4,2.0,100.94175175009529,108.36569654386493,94.05596045198611,99.70479956370067,81.07927374569356,76.84318597718745,88.86937850938025,65.52072044408885,64.40859266244216,56.36494248598034,63.8066666994651,50.07328695362605,48.47876274399029,53.05408927530964,45.08220318515162,37.4330126229211,30.9823831180869,18.378068487986074,16.18923670190595,9.664442185516464
5,1.0,2.793751733841887,13.038403468821226,18.85800142307749,15.806490608834004,38.379484904168066,37.11831458950522,47.81074367511775,48.960426913331744,51.796703406277615,48.72249986914461,69.12750421377025,60.47297008356996,69.86261922512966,79.7804775063893,74.93024981077433,89.1500108279077,92.23923840345445,101.11937650113792,109.83147171952149,108.94994335622566
6,2.0,119.82900256931622,107.96015705597233,104.0928123830183,95.39637447811363,91.38812768301123,91.26521550762372,79.02313699768774,73.5431776111741,72.93981600587259,56.41704917317737,66.70643982945462,51.51919690622874,52.58762028093962,35.34459648034548,30.709616358738867,30.81619888093519,24.88878963491028,28.28677072956816,29.28346654777506,16.791674667496082
7,0.0,5.697555087907804,13.806492767171733,10.167775064394045,13.057393661786742,0.4931214513327986,8.085277377267104,4.953843746738995,9.15932224782572,0.019472995636884427,2.999657697212319,16.536458915483415,14.496359187626984,2.9812694763471037,8.388877220016472,19.81026042722498,13.730874114603235,18.493039067249097,17.64804692628939,11.309426262439427,0.2335289908008975
8,0.0,17.74234911435666,16.503990444549878,7.142825082843185,19.834935463309552,16.355051914289305,2.2263765241988143,15.604183373305867,8.422125576199504,8.769088130721133,4.640293934797832,16.412466654274777,5.336884509463218,16.766108838949965,18.83927224728457,11.02639965011867,4.981200238873916,1.5690561179199403,19.000182339074428,12.599165929801938,5.644151819624654
9,2.0,100.95549380088583,103.40273675912097,106.42300125671512,101.0195950326004,89.3442832777576,88.54936599616,83.86741095867623,84.09822746554939,62.423022269615,63.0117958540512,69.74994015327886,52.80009864255665,43.007944620494364,35.21520975664937,32.34293736064771,29.73321975888895,26.95653763051999,20.465651100984218,27.41321147182357,22.822104524212637
